Auction No ,Issue date, Amount offered in Auction ,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor, Weighted Average Price ,Average Discount Factor, Money Market yield , Annualised  ,Bid-to-cover
940,05-Mar-15,"10,000,000,000","10,760,600,000","760,600,000","10,000,000,000","9,712,808,872","287,191,128",04-Jun-15,91,,,,97.128,11.52,,12.399,1.076
,,,,,,, -   ,,,,,,,,,,#DIV/0!
941,19-Mar-15,"10,000,000,000","9,834,200,000","-165,800,000","9,834,200,000","9,502,358,372","331,841,628",18-Jun-15,91,,,,96.626,13.533,,14.759,1
,,,,,,, -   ,,,,,,,,,,#DIV/0!
942,02-Apr-15,"10,000,000,000","19,449,200,000","9,449,200,000","10,000,000,000","9,675,132,272","324,867,728",02-Jul-15,91,,,,96.751,13.032,,14.116,1.945
,,,,,,, -   ,,,,,,,,,,#DIV/0!
943,16-Apr-15,"10,000,000,000","25,064,500,000","15,604,500,000","10,000,000,000","9,674,536,268","325,463,732",16-Jul-15,91,,,,96.745,13.056,,14.194,2.506
,,,,,,, -   ,,,,,,,,,,#DIV/0!
944,30-Apr-15,"10,000,000,000","25,064,500,000","15,064,500,000","10,000,000,000","9,674,536,268","325,463,732",30-Jul-15,91,,,,96.745,13.056,,14.194,2.506
,,,,,,,,,,,,,,,,,#DIV/0!
945,14-May-15,"10,000,000,000","22,650,300,000","12,650,300,000","10,000,000,000","9,675,861,078","324,138,922",13-Aug-15,91,,,,96.759,13,,14.128,2.265
,,,,,,, -   ,,,,,,,,,,#DIV/0!
946,28-May-15,"10,000,000,000","18,674,600,000","8,674,600,000","10,000,000,000","9,683,576,371","316,423,629",27-Aug-15,91,,,,96.836,12.691,,13.764,1.867
,,,,,,, -   ,,,,,,,,,,#DIV/0!
947,11-Jun-15,"10,000,000,000","20,069,100,000","10,069,100,000","20,000,000,000","19,373,142,649","626,857,351",10-Sep-15,91,,,,96.866,12.57,,13.623,1.003
,,,,,,, -   ,,,,,,,,,,#DIV/0!
948,25-Jun-15,"10,000,000,000","15,715,100,000","5,715,100,000","12,000,000,000","11,612,471,522","387,528,478",24-Sep-15,91,,,,96.771,12.951,,14.071,1.31
,,,,,,, -   ,,,,,,,,,,#DIV/0!
949,08-Jul-15,"10,000,000,000","23,649,400,000","13,649,400,000","10,000,000,000","9,675,475,232","324,524,768",08-Oct-15,91,,,,96.755,13.017,,14.148,2.365
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,22-Jul-15,"10,000,000,000","7,277,300,000","-2,722,700,000","4,277,300,000","4,130,431,622","146,868,378",22-Oct-15,91,,,,96.566,13.772,,15.044,1.701
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,05-Aug-15,"10,000,000,000","24,451,400,000","14,451,400,000","17,951,400,000","17,307,100,874","644,299,126",05-Nov-15,91,,,,96.411,14.396,,15.79,1.362
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,19-Aug-15,"10,000,000,000","23,857,900,000","13,857,900,000","22,607,900,000","21,759,757,976","848,142,024",19-Nov-15,91,,,,96.248,15.047,,16.575,1.055
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,02-Sep-15,"10,000,000,000","17,926,900,000","7,926,900,000","15,926,900,000","15,277,277,248","649,622,752",03-Dec-15,91,,,,95.921,16.36,,18.179,1.126
,,,,,,,,,,,,,,,,,#DIV/0!
,16-Sep-15,"10,000,000,000","34,501,200,000","24,501,200,000","24,382,100,000","23,380,124,376","1,001,975,624",17-Dec-15,91,,,,95.891,16.483,,18.331,1.415
,,,,,,,,,,,,,,,,,#DIV/0!
,30-Sep-15,"10,000,000,000","32,269,800,000","22,269,800,000","32,269,800,000","30,885,680,368","1,384,119,632",31-Dec-15,91,,,,95.711,17.204,,19.225,1
,,,,,,,,,,,,,,,,,#DIV/0!
,14-Oct-15,"10,000,000,000","21,882,800,000","11,882,800,000","18,132,800,000","17,287,819,956","844,980,044",14-Jan-16,91,,,,95.34,18.691,,21.095,1.207
,,,,,,,,,,,,,,,,,#DIV/0!
,28-Oct-15,"10,000,000,000","27,375,200,000","17,375,200,000","10,000,000,000","9,530,865,507","469,134,493",28-Jan-16,91,,,,95.309,18.817,,21.255,2.738
,,,,,,,,,,,,,,,,,#DIV/0!
,11-Nov-15,"10,000,000,000","31,267,400,000","21,267,400,000","10,000,000,000","9,534,741,502","465,258,498",11-Feb-16,91,,,,95.347,18.661,,21.057,3.127
,,,,,,,,,,,,,,,,,#DIV/0!
,25-Nov-15,"10,000,000,000","33,825,700,000","23,825,700,000","10,000,000,000","9,551,297,542","448,702,458",25-Feb-16,91,,,,95.513,17.997,,20.218,3.383
,,,,,,,,,,,,,,,,,#DIV/0!
,09-Dec-15,"10,000,000,000","40,441,100,000","30,441,100,000","25,000,000,000","23,916,174,288","1,083,825,712",10-Mar-16,91,,,,95.665,17.389,,19.455,1.618
,,,,,,,,,,,,,,,,,#DIV/0!
,23-Dec-15,"10,000,000,000","26,668,700,000","16,668,700,000","22,642,000,000","21,636,332,295","1,005,667,705",24-Mar-16,91,,,,95.558,17.815,,19.989,1.178
,,,,,,,,,,,,,,,,,#DIV/0!
,06-Jan-16,"10,000,000,000","17,879,700,000","7,879,700,000","12,129,700,000","11,580,707,278","548,992,722",07-Apr-16,91,,,,95.474,18.154,,20.415,1.474
,,,,,,,,,,,,,,,,,#DIV/0!
,21-Jan-16,"10,000,000,000","22,842,500,000","12,842,500,000","10,000,000,000","9,544,057,881","455,942,119",21-Apr-16,91,,,,95.441,18.288,,20.584,2.284
,,,,,,,,,,,,,,,,,#DIV/0!
,03-Feb-16,"10,000,000,000",13478900000,3478900000,"10,000,000,000",9531478116,"468,521,884",05-May-16,91,,,,95.315,18.791,,21.223,1.348
,,,,,,,,,,,,,,,,,#DIV/0!
,17-Feb-16,"10,000,000,000","14,041,100,000","4,041,100,000","10,000,000,000","9,536,011,595","463,988,405",20-May-16,91,,,,95.36,18.611,,20.993,1.404
,,,,,,,,,,,,,,,,,#DIV/0!
966,02-Mar-16,"10,000,000,000","47,251,200,000","37,251,200,000","10,000,000,000","9,587,300,000","412,700,000",02-Jun-16,91,,,,95.873,16.553,,18.417,4.725
,,,,,,,,,,,,,,,,,#DIV/0!
967,16-Mar-16,"10,000,000,000","36,421,700,000","26,421,700,000","10,000,000,000","9,639,600,000","360,400,000",16-Jun-16,91,,,,96.396,14.456,,15.861,3.642
,,,,,,,,,,,,,,,,,#DIV/0!
968,30-Mar-16,"10,000,000,000","25,806,200,000","15,806,200,000","10,000,000,000","9,645,927,820","354,072,180",30-Jun-16,91,,,,96.459,14.203,,15.558,2.581
,,,,,,,,,,,,,,,,,#DIV/0!
969,14-Apr-16,"10,000,000,000","28,841,100,000","18,841,100,000","10,000,000,000","9,656,727,769","343,272,231",14-Jul-16,91,,,,96.567,13.77,,15.041,2.884
,,,,,,,,,,,,,,,,,#DIV/0!
970,28-Apr-16,"10,000,000,000","17,765,300,000","7,765,300,000","12,000,000,000","11,592,818,511","407,181,489",28-Jul-16,91,,,,96.607,13.609,,14.85,1.48
,,,,,,,,,,,,,,,,,#DIV/0!
971,13-May-16,"15,000,000,000","25,038,400,000","10,038,400,000","15,000,000,000","14,493,841,870","506,158,130",11-Aug-16,91,,,,96.626,13.533,,14.759,1.669
,,,,,,,,,,,,,,,,,#DIV/0!
972,26-May-16,"15,000,000,000","27,925,400,000","12,925,400,000","19,175,400,000","18,527,699,192","647,700,808",25-Aug-16,91,,,,96.622,13.549,,14.778,1.456
,,,,,,,,,,,,,,,,,#DIV/0!
973,10-Jun-16,"15,000,000,000","21,376,100,000","6,376,100,000","19,876,100,000","19,192,883,073","683,216,927",09-Sep-16,91,,,,96.563,13.786,,15.06,1.075
,,,,,,,,,,,,,,,,,#DIV/0!
974,23-Jun-16,"20,000,000,000","15,544,700,000","-4,455,300,000","13,044,700,000","12,590,255,826","454,444,174",22-Sep-16,91,,,,96.516,13.974,,15.285,1.192
,,,,,,,,,,,,,,,,,#DIV/0!
975,06-Jul-16,"10,000,000,000","10,853,900,000","853,900,000","10,000,000,000","9,644,168,388","355,831,612",06-Oct-16,91,,,,96.442,14.271,,15.64,1.085
,,,,,,,,,,,,,,,,,#DIV/0!
976,20-Jul-16,"10,000,000,000","11,127,600,000","1,127,600,000","10,000,000,000","9,641,188,010","358,811,990",20-Oct-16,91,,,,96.412,14.391,,15.784,1.113
,,,,,,,,,,,,,,,,,#DIV/0!
977,04-Aug-16,"10,000,000,000","28,294,000,000","18,294,000,000","20,918,300,000","20,172,104,204","746,195,796",03-Nov-16,91,,,,96.433,14.307,,15.683,1.353
,,,,,,,,,,,,,,,,,#DIV/0!
978,18-Aug-16,"10,000,000,000","21,255,300,000","11,255,300,000","10,000,000,000","9,658,500,000","341,500,000",17-Nov-16,91,,,,96.585,13.698,,14.955,2.126
,,,,,,,,,,,,,,,,,#DIV/0!
979,01-Sep-16,"10,000,000,000","18,252,600,000","8,252,600,000","10,000,000,000","9,659,261,032","340,738,968",01-Dec-16,91,,,,96.593,13.665,,14.917,1.825
,,,,,,,,,,,,,,,,,#DIV/0!
980,15-Sep-16,"10,000,000,000","23,106,600,000","13,106,600,000","10,000,000,000","9,672,609,720","327,390,280",15-Dec-16,91,,,,96.726,13.132,,14.284,2.311
,,,,,,,,,,,,,,,,,#DIV/0!
981,29-Sep-16,"10,000,000,000","28,731,000,000","18,731,000,000","25,481,000,000","24,655,364,294","825,635,706",29-Dec-16,91,,,,96.76,12.996,,14.123,1.128
,,,,,,,,,,,,,,,,,#DIV/0!
982,12-Oct-16,"10,000,000,000","17,514,200,000","7,514,200,000","10,000,000,000","9,678,399,424","321,600,576",11-Jan-17,91,,,,96.784,12.899,13.328,14.01,1.751
,,,,,,,,,,,,,,,,,#DIV/0!
983,26-Oct-16,"10,000,000,000","9,565,400,000","-434,600,000","9,315,400,000","9,011,700,460","303,699,540",25-Jan-17,91,,,,96.74,13.076,13.516,14.218,1.027
,,,,,,,,,,,,,,,,,#DIV/0!
984,10-Nov-16,"10,000,000,000","15,352,300,000","5,352,300,000","10,000,000,000","9,676,336,442","323,663,558",09-Feb-17,91,,,,96.763,12.984,13.418,14.109,1.535
,,,,,,,,,,,,,,,,,#DIV/0!
985,24-Nov-16,"10,000,000,000","37,523,000,000","27,523,000,000","10,000,000,000","9,676,137,282","323,862,718",23-Feb-17,91,,,,96.761,12.992,13.37,14.118,3.752
,,,,,,,,,,,,,,,,,#DIV/0!
986,08-Dec-16,"10,000,000,000","18,944,400,000","8,944,400,000","10,000,000,000","9,676,137,282","323,862,718",09-Mar-17,91,,,,96.728,13.124,13.568,14.275,1.894
,,,,,,,,,,,,,,,,,#DIV/0!
987,22-Dec-16,"10,000,000,000","17,703,500,000","7,703,500,000","10,000,000,000","9,678,588,104","321,411,896",23-Mar-17,91,,,,96.786,12.891,13.319,14,1.77
,,,,,,,,,,,,,,,,,#DIV/0!
988,05-Jan-17,"10,000,000,000","14,589,200,000","4,589,200,000","10,000,000,000","9,676,524,655","323,475,345",06-Apr-17,91,,,,96.765,12.976,13.409,14.099,1.459
,,,,,,,,,,,,,,,,,#DIV/0!
989,19-Jan-17,"10,000,000,000","33,108,100,000","23,108,100,000","10,000,000,000","9,679,100,000","320,900,000",20-Apr-17,91,,,,96.791,12.871,13.298,13.977,3.311
,,,,,,,,,,,,,,,,,#DIV/0!
990,02-Feb-17,"10,000,000,000","20,149,000,000","10,149,000,000","10,000,000,000","9,683,975,270","316,024,730",04-May-17,91,,,,96.84,12.675,13.088,13.745,2.015
,,,,,,,,,,,,,,,,,#DIV/0!
991,17-Feb-17,"10,000,000,000","36,744,400,000","26,744,400,000","10,000,000,000","9,696,700,000","303,300,000",19-May-17,91,,,,96.967,12.165,12.546,13.149,3.674
,,,,,,,,,,,,,,,,,#DIV/0!
992,02-Mar-17,"10,000,000,000","44,084,000,000","34,084,000,000","10,000,000,000","9,710,415,160","289,584,840",01-Jun-17,91,,,,97.104,11.616,11.962,12.51,4.408
,,,,,,,,,,,,,,,,,#DIV/0!
993,16-Mar-17,"10,000,000,000","52,237,100,000","42,237,100,000","10,000,000,000","9,739,405,300","260,594,700",15-Jun-17,91,,,,97.394,10.453,10.732,11.172,5.224
,,,,,,,,,,,,,,,,,#DIV/0!
994,30-Mar-17,"10,000,000,000","13,792,000,000","3,792,000,000","10,000,000,000","9,741,106,048","258,893,952",29-Jun-17,91,,,,97.411,10.384,10.66,11.095,1.379
,,,,,,,,,,,,,,,,,#DIV/0!
995,13-Apr-17,"10,000,000,000","18,831,300,000","8,831,300,000","10,000,000,000","9,754,100,000","245,900,000",13-Jul-17,91,,,,97.541,9.863,10.112,10.502,1.883
,,,,,,,,,,,,,,,,,#DIV/0!
996,27-Apr-17,"10,000,000,000","16,936,900,000","6,936,900,000","10,000,000,000","9,754,823,014","245,176,986",27-Jul-17,91,,,,97.548,9.835,10.082,10.47,1.694
,,,,,,,,,,,,,,,,,#DIV/0!
997,11-May-17,"10,000,000,000","11,163,500,000","1,163,500,000","10,000,000,000","9,750,939,350","249,060,650",10-Aug-17,91,,,,97.509,9.991,10.247,10.647,1.116
,,,,,,,,,,,,,,,,,#DIV/0!
998,25-May-17,"10,000,000,000","12,006,000,000","2,006,000,000","10,000,000,000","9,747,212,400","252,787,600",24-Aug-17,91,,,,97.472,10.14,10.403,10.816,1.201
,,,,,,,,,,,,,,,,,#DIV/0!
999,06-Jul-17,"10,000,000,000","30,217,600,000","20,217,600,000","10,000,000,000","9,759,086,112","240,913,888",05-Oct-17,91,,,,97.591,9.662,9.901,10.275,3.022
,,,,,,,,,,,,,,,,,#DIV/0!
,20-Jul-17,"10,000,000,000","16,586,600,000","6,586,600,000","10,000,000,000","9,766,873,135","233,126,865",19-Oct-17,91,,,,97.669,9.35,9.573,9.922,1.659
,,,,,,,,,,,,,,,,,#DIV/0!
,03-Aug-17,"10,000,000,000","23,333,800,000","13,333,800,000","10,000,000,000","9,767,684,186","232,315,814",02-Nov-17,91,,,,97.677,9.318,9.539,9.89,2.333
,,,,,,,,,,,,,,,,,#DIV/0!
,17-Aug-17,"10,000,000,000","24,102,400,000","14,102,400,000","10,000,000,000","9,767,970,874","232,029,126",16-Nov-17,91,,,,97.68,9.305,9.527,9.873,2.41
,,,,,,,,,,,,,,,,,#DIV/0!
,14-Sep-17,"10,000,000,000","10,746,200,000","746,200,000","10,000,000,000","9,769,681,410","230,318,590",14-Dec-17,91,,,,97.689,9.269,9.489,9.832,1.075
,,,,,,,,,,,,,,,,,#DIV/0!
,28-Sep-17,"10,000,000,000","16,220,000,000","6,220,000,000","10,000,000,000","9,768,937,020","231,062,980",28-Dec-17,91,,,,97.699,9.229,9.447,9.787,1.622
,,,,,,,,,,,,,,,,,#DIV/0!
,12-Oct-17,"10,000,000,000","21,791,400,000","11,791,400,000","10,000,000,000","9,769,861,401","230,138,599",11-Jan-18,91,,,,97.796,8.84,9.039,9.351,2.179
,,,,,,,,,,,,,,,,,#DIV/0!
,26-Oct-17,"10,000,000,000","36,490,000,000","26,490,000,000","10,000,000,000","9,779,570,026","220,429,974", 25-Jan-2018 ,91,,,,97.873,8.531,8.717,9.006,3.649
,,,,,,,,,,,,,,,,,#DIV/0!
,09-Nov-17,"10,000,000,000","27,989,800,000","17,989,800,000","10,000,000,000","9,779,570,026","220,429,974",08-Feb-18,91,,,,97.906,8.399,8.579,8.859,2.799
,,,,,,,,,,,,,,,,,#DIV/0!
,23-Nov-17,"10,000,000,000","22,441,700,000","12,441,700,000","10,000,000,000","9,793,359,324","206,640,676",22-Feb-18,91,,,,97.374,8.287,8.462,8.734,2.244
,,,,,,,,,,,,,,,,,#DIV/0!
,07-Dec-17,"10,000,000,000","47,553,000,000","37,553,000,000","10,000,000,000","9,798,500,000","201,500,000",08-Mar-18,91,,,,97.985,8.082,8.248,8.507,4.755
,,,,,,,,,,,,,,,,,#DIV/0!
,21-Dec-17,"10,000,000,000","20,604,400,000","10,604,400,000","10,000,000,000","9,802,631,985","197,368,015",22-Mar-18,91,,,,98.026,7.918,8.077,8.325,2.06
,,,,,,,,,,,,,,,,,#DIV/0!
,04-Jan-18,"10,000,000,000","5,235,400,000","-4,764,600,000","10,000,000,000","5,129,161,581","4,870,838,419", 05-Apr-2018 ,91,,,,97.971,8.138,8.307,8.569,0.524
,,,,,,,,,,,,,,,,,#DIV/0!
,18-Jan-18,"10,000,000,000","15,786,500,000","5,786,500,000","10,000,000,000","9,797,393,428","202,606,572",19-Apr-18,91,,,,97.974,8.126,8.294,8.556,1.579
,,,,,,,,,,,,,,,,,#DIV/0!
,01-Feb-18,"10,000,000,000","12,650,200,000","2,650,200,000","10,000,000,000","9,795,105,224","204,894,776",03-May-18,91,,,,97.951,8.219,8.39,8.656,1.265
,,,,,,,,,,,,,,,,,#DIV/0!
,15-Feb-18,"10,000,000,000","22,236,900,000","12,236,900,000","10,000,000,000","9,794,485,833","205,514,167",17-May-18,91,,,,97.945,8.243,8.416,8.645,2.224
,,,,,,,,,,,,,,,,,#DIV/0!
,01-Mar-18,"10,000,000,000","13,785,200,000","3,785,200,000","10,000,000,000","9,794,686,832","205,313,168",28-May-18,91,,,,97.947,8.235,8.407,8.676,1.379
,,,,,,,,,,,,,,,,,#DIV/0!
,15-Mar-18,"10,000,000,000","17,495,300,000","7,495,300,000","10,000,000,000","9,795,889,725","204,110,275",14-Jun-18,91,,,,97.959,8.186,8.357,8.623,1.75
,,,,,,,,,,,,,,,,,#DIV/0!
,29-Mar-18,"10,000,000,000","19,730,000,000","9,730,000,000","10,000,000,000","9,792,710,700","207,289,300",28-Jun-18,91,,,,97.927,8.315,8.491,8.765,1.973
,,,,,,,,,,,,,,,,,#DIV/0!
,12-Apr-18,"10,000,000,000","21,248,000,000","11,248,000,000","10,000,000,000","9,792,818,660","207,181,340",12-Jul-18,91,,,,97.928,8.311,8.487,8.761,2.125
,,,,,,,,,,,,,,,,,#DIV/0!
,26-Apr-18,"10,000,000,000","16,463,200,000","6,463,200,000","10,000,000,000","9,793,769,708","206,230,292",26-Jul-18,91,,,,97.938,8.271,8.445,8.716,1.646
,,,,,,,,,,,,,,,,,#DIV/0!
,10-May-18,"10,000,000,000","16,893,400,000","6,893,400,000","10,000,000,000","9,793,162,378","206,837,622",09-Aug-18,91,,,,97.932,8.295,8.47,8.743,1.689
,,,,,,,,,,,,,,,,,#DIV/0!
,24-May-18,"10,000,000,000","16,959,900,000","6,959,900,000","10,000,000,000","9,792,031,387","207,968,613",23-Aug-18,91,,,,97.92,8.343,8.52,8.796,1.696
,,,,,,,,,,,,,,,,,#DIV/0!
,07-Jun-18,"10,000,000,000","6,497,000,000","-3,503,000,000","6,497,000,000","6,358,141,260","138,858,740",06-Sep-18,91,,,,97.863,8.571,8.759,9.051,1
,,,,,,,,,,,,,,,,,#DIV/0!
,21-Jun-18,"15,000,000,000","12,180,000,000","-2,820,000,000","12,180,000,000","11,880,130,400","299,869,600",20-Sep-18,91,,,,97.538,9.875,10.124,10.516,1
,,,,,,,,,,,,,,,,,#DIV/0!
,05-Jul-18,"10,000,000,000","26,768,300,000","16,768,300,000","10,000,000,000","9,753,800,000","246,200,000",04-Oct-18,91,,,,97.538,9.875,10.124,10.516,2.677
,,,,,,,,,,,,,,,,,#DIV/0!
,19-Jul-18,"10,000,000,000","16,743,300,000","6,743,300,000","7,663,300,000","7,474,629,554","188,670,446",18-Oct-18,91,,,,97.538,9.875,10.124,10.516,2.185
,,,,,,,,,,,,,,,,,#DIV/0!
,02-Aug-18,"10,000,000,000","15,064,600,000","5,064,600,000","10,000,000,000","9,787,400,000","212,600,000",01-Nov-18,91,,,,97.484,10.092,10.352,10.761,1.506
,,,,,,,,,,,,,,,,,#DIV/0!
,16-Aug-18,"10,000,000,000","33,007,500,000","23,007,500,000","10,000,000,000","9,750,800,000","249,200,000",15-Nov-18,91,,,,97.508,9.995,10.252,10.652,3.301
,,,,,,,,,,,,,,,,,#DIV/0!
,30-Aug-18,"10,000,000,000","30,377,300,000","20,377,300,000","10,000,000,000","9,756,700,000","243,300,000",29-Nov-18,91,,,,97.567,9.759,10.002,10.384,3.038
,,,,,,,,,,,,,,,,,#DIV/0!
,13-Sep-18,"10,000,000,000","30,508,500,000","20,508,500,000","10,000,000,000","9,762,700,000","237,300,000",13-Dec-18,91,,,,97.627,9.518,9.749,10.112,3.051
,,,,,,,,,,,,,,,,,#DIV/0!
,27-Sep-18,"10,000,000,000","35,077,500,000","25,077,500,000","10,000,000,000","9,769,800,000","230,200,000",27-Dec-18,91,,,,97.698,9.233,9.451,9.791,3.508
,,,,,,,,,,,,,,,,,#DIV/0!
,11-Oct-18,"15,000,000,000","11,654,500,000","-3,345,500,000","11,154,500,000","11,357,998,420","-203,498,420",10-Jan-19,91,,,,97.456,10.204,10.47,10.889,1.045
,,,,,,,,,,,,,,,,,#DIV/0!
,25-Oct-18,"15,000,000,000","39,956,100,000","24,956,100,000","15,000,000,000","14,599,650,000","400,350,000",24-Jan-19,91,,,,97.331,10.705,10.999,11.461,2.664
,,,,,,,,,,,,,,,,,#DIV/0!
,08-Nov-18,"15,000,000,000","44,688,600,000","29,688,600,000","15,000,000,000","14,606,700,000","393,300,000",07-Feb-19,91,,,,97.378,10.517,10.8,11.246,2.979
,,,,,,,,,,,,,,,,,#DIV/0!
,22-Nov-18,"15,000,000,000","50,977,200,000","35,977,200,000","15,000,000,000","14,614,800,000","385,200,000",21-Feb-19,91,,,,97.432,10.3,10.572,10.999,3.398
,,,,,,,,,,,,,,,,,#DIV/0!
,06-Dec-18,"15,000,000,000","40,659,100,000","25,659,100,000","15,000,000,000","14,621,400,000","378,600,000",07-Mar-19,91,,,,97.476,10.124,10.386,10.798,2.711
,,,,,,,,,,,,,,,,,#DIV/0!
,20-Dec-18,"15,000,000,000","48,697,900,000","33,697,900,000","15,000,000,000","14,621,400,000","378,600,000",21-Mar-19,91,,,,97.476,10.124,10.386,10.798,3.247
,,,,,,,,,,,,,,,,,#DIV/0!
,02-Jan-19,"15,000,000,000","23,296,700,000","8,296,700,000","15,000,000,000","14,614,800,000","385,200,000",03-Apr-19,91,,,,97.432,10.3,10.572,10.999,1.553
,,,,,,,,,,,,,,,,,#DIV/0!
,16-Jan-19,"15,000,000,000","33,483,300,000","18,483,300,000","15,000,000,000","14,614,800,000","385,200,000",17-Apr-19,91,,,,97.432,10.3,10.572,10.999,2.232
,,,,,,,,,,,,,,,,,#DIV/0!
,30-Jan-19,"15,000,000,000","46,066,500,000","31,066,500,000","15,000,000,000","14,622,900,000","377,100,000",01-May-19,91,,,,97.486,10.084,10.344,10.752,3.071
,,,,,,,,,,,,,,,,,#DIV/0!
,14-Feb-19,"15,000,000,000","34,502,200,000","19,502,200,000","15,000,000,000","14,652,900,000","347,100,000",16-May-19,91,,,,97.686,9.281,9.501,9.846,2.3
,,,,,,,,,,,,,,,,,#DIV/0!
,28-Feb-19,"15,000,000,000","22,508,800,000","7,508,800,000","15,000,000,000","14,652,900,000","347,100,000",30-May-19,91,,,,97.686,9.281,9.501,9.846,1.501
,,,,,,,,,,,,,,,,,#DIV/0!
,14-Mar-19,"15,000,000,000","22,137,700,000","7,137,700,000","15,000,000,000","14,644,050,000","355,950,000",13-Jun-19,91,,,,97.627,9.518,9.749,10.112,1.476
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,28-Mar-19,"15,000,000,000","20,411,800,000","5,411,800,000","15,000,000,000","4,309,666,830","10,690,333,170",27-Jun-19,91,,,,97.685,9.285,9.505,9.85,1.361
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,11-Apr-19,"10,000,000,000","22,236,800,000","12,236,800,000","10,000,000,000","9,774,000,000","226,000,000",11-Jul-19,91,,,,97.74,9.065,9.274,9.602,2.224
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,09-May-19,"10,000,000,000","31,841,800,000","21,841,800,000","10,000,000,000","7,668,644,058","2,331,355,942",08-Aug-19,91,,,,97.874,8.527,8.713,9.002,3.184
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,06-Jun-19,"10,000,000,000","7,537,800,000","-2,462,200,000","10,000,000,000","6,879,034,944","3,120,965,056",05-Sep-19,91,,,,97.758,8.993,9.199,9.521,0.754
,,,,,,,,,,,,,,,,,#DIV/0!
,19-Jun-19,"10,000,000,000","17,304,800,000","7,304,800,000","10,000,000,000","8,218,400,000","1,781,600,000",18-Sep-19,91,,,,97.758,8.993,9.199,9.521,1.73
,,,,,,, -   ,,,,,,,,,,#DIV/0!
,03-Jul-19,"15,000,000,000","16,947,800,000","1,947,800,000","14,947,800,000","14,601,011,040","346,788,960",02-Oct-19,91,,,,97.68,9.305,9.527,9.873,1.134
,,,,,,,,,,,,,,,,,#DIV/0!
,17-Jul-19,"15,000,000,000","16,554,400,000","1,554,400,000","14,054,400,000","13,732,554,240","321,845,760",16-Oct-19,91,,,,97.71,9.185,9.4,9.737,1.178
,,,,,,,,,,,,,,,,,#DIV/0!
,31-Jul-19,"15,000,000,000","17,164,200,000","2,164,200,000","15,000,000,000","14,660,100,000","339,900,000",30-Oct-19,91,,,,97.734,9.089,9.3,9.629,1.144
,,,,,,,,,,,,,,,,,#DIV/0!
,15-Aug-19,"15,000,000,000","21,110,400,000","6,110,400,000","15,000,000,000","14,682,000,000","318,000,000",14-Nov-19,91,,,,97.88,8.975,8.687,8.503,1.407
,,,,,,,,,,,,,,,,,#DIV/0!
,29-Aug-19,"15,000,000,000","32,092,700,000","17,092,700,000","15,000,000,000","14,682,300,000","317,700,000",28-Nov-19,91,,,,97.882,8.495,8.679,8.966,2.14
,,,,,,,,,,,,,,,,,#DIV/0!
,12-Sep-19,"15,000,000,000","21,656,900,000","6,656,900,000","15,000,000,000","14,685,000,000","315,000,000",12-Dec-19,91,,,,97.9,8.423,8.604,8.886,1.444
,,,,,,,,,,,,,,,,,#DIV/0!
,26-Sep-19,"15,000,000,000","20,804,500,000","5,804,500,000","15,000,000,000","14,695,950,000","304,050,000",26-Dec-19,91,,,,97.973,8.13,8.298,8.561,1.387
,,,,,,,,,,,,,,,,,#DIV/0!
,10-Oct-19,"15,000,000,000","24,743,800,000","9,743,800,000","15,000,000,000","14,698,200,000","301,800,000",09-Jan-20,91,,,,97.988,8.07,8.236,8.494,1.65
,,,,,,,,,,,,,,,,,#DIV/0!
,24-Oct-19,"15,000,000,000","24,600,500,000","9,600,500,000","15,000,000,000","14,701,500,000","298,500,000",23-Jan-20,91,,,,98.01,7.982,8.144,8.396,1.64
,,,,,,,,,,,,,,,,,#DIV/0!
,07-Nov-19,"15,000,000,000","9,206,600,000","-5,793,400,000","8,706,600,000","8,534,296,386","172,303,614",06-Feb-20,91,,,,98.021,7.938,8.098,8.347,1.057
,,,,,,,,,,,,,,,,,#DIV/0!
,21-Nov-19,"15,000,000,000","4,650,100,000","-10,349,900,000","4,650,100,000","4,553,610,425","96,489,575",20-Feb-20,91,,,,97.925,8.323,8.499,8.774,1
,,,,,,,,,,,,,,,,,#DIV/0!
,05-Dec-19,"15,000,000,000","11,006,000,000","-3,994,000,000","11,006,000,000","10,763,207,640","242,792,360",05-Mar-20,91,,,,97.794,8.848,9.048,9.36,1
,,,,,,,,,,,,,,,,,#DIV/0!
,19-Dec-19,"15,000,000,000","6,555,700,000","-8,444,300,000","6,055,700,000","5,920,233,991","135,466,009",19-Mar-20,91,,,,97.763,8.973,9.178,9.499,1.083
,,,,,,,,,,,,,,,,,#DIV/0!
,03-Jan-20,"15,000,000,000","3,497,900,000","-11,502,100,000","1,997,900,000","1,952,387,838","45,512,162",03-Apr-20,91,,,,97.722,9.137,9.35,9.683,1.751
,,,,,,,,,,,,,,,,,#DIV/0!
